Grant,Sponsored Program,Sponsored Class,Sp Class, May Expenses,,,
125014,90071586,620000,Fringe Benefits,$ (46.24),,,
125014,90071586,642500,Other Expenses,"$ 1,045.75",,,
125014,90071586,690007,Recharge,$ 86.36,,,
125014,90071586,699999,Facilities & Admin C,$ 161.49,,,
125014,90071587,610000,Salaries & Wages,"$ 2,954.78",,,
125014,90071587,620000,Fringe Benefits,"$ 1,012.35",,,
125014,90071587,630000,Supplies & Materials,$ 0.94,,,
125014,90071587,640102,Leased Facilities Ex,$ 261.75,,,
125014,90071587,640300,Contractual Services,$ 354.77,,,
125014,90071587,641400,Telecommunications,$ 4.09,,,
125014,90071587,642500,Other Expenses,$ 36.49,,,
125014,90071587,643000,Other Expenses Exclu,$ 554.82,,,
125014,90071587,652000,Travel Domestic,$ 576.74,,,
125014,90071587,652100,Travel Foreign,$ 427.91,,,
125014,90071587,690007,Recharge,$ 618.47,,,
125014,90071587,699999,Facilities & Admin C,"$ 1,017.71",,,
125115,90071643,612000,Administrative Salar,$ 125.00,,,
125115,90071643,620000,Fringe Benefits,$ 42.50,,,
125115,90071643,690007,Recharge,$ 16.75,,,
125115,90071643,699999,Facilities & Admin C,$ 12.90,,,
125115,90071644,630000,Supplies & Materials,$ 33.79,,,
125115,90071644,640300,Contractual Services,$ 26.32,,,
125115,90071644,652000,Travel Domestic,$ 164.08,,,
125115,90071644,652100,Travel Foreign,$ 97.03,,,
125115,90071644,690007,Recharge,$ 32.12,,,
125115,90071644,699999,Facilities & Admin C,$ 24.73,,,
125160,90071803,610000,Salaries & Wages,$ 8.95,,,
125160,90071803,620000,Fringe Benefits,$ 3.04,,,
125160,90071803,640300,Contractual Services,$ 0.25,,,
125160,90071803,642500,Other Expenses,$ 96.44,,,
125160,90071803,690007,Recharge,$ 10.87,,,
125160,90071803,699999,Facilities & Admin C,$ 20.32,,,
125160,90071804,641400,Telecommunications,$ 21.76,,,
125160,90071804,652100,Travel Foreign,$ (584.17),,,
125160,90071804,690007,Recharge,$ (56.24),,,
125160,90071804,699999,Facilities & Admin C,$ (105.17),,,
125160,90082911,610000,Salaries & Wages,$ 757.33,,,
125160,90082911,620000,Fringe Benefits,$ 248.18,,,
125160,90082911,690007,Recharge,$ 100.55,,,
125160,90082911,699999,Facilities & Admin C,$ 188.03,,,
125308,90072164,612000,Administrative Salar,$ 8.34,,,
125308,90072164,620000,Fringe Benefits,$ 2.84,,,
125308,90072164,690001,Cost Overrun Small B,$ (14.13),,,
125308,90072164,690007,Recharge,$ 1.12,,,
125308,90072164,699999,Facilities & Admin C,$ 1.84,,,
125363,90072240,640300,Contractual Services,$ 630.00,,,
125363,90072240,652000,Travel Domestic,$ 974.14,,,
125363,90072240,652100,Travel Foreign,$ 351.14,,,
125363,90072240,690007,Recharge,$ 195.53,,,
125363,90072240,699999,Facilities & Admin C,$ 152.71,,,
125363,90072241,630000,Supplies & Materials,$ 2.28,,,
125363,90072241,637000,Repairs & Maintenanc,$ 7.40,,,
125363,90072241,640300,Contractual Services,"$ 3,938.54",,,
125363,90072241,642500,Other Expenses,$ 14.58,,,
125363,90072241,643000,Other Expenses Exclu,$ 1.97,,,
125363,90072241,652000,Travel Domestic,"$ 1,186.58",,,
125363,90072241,652100,Travel Foreign,"$ 1,022.91",,,
125363,90072241,690007,Recharge,$ 617.43,,,
125363,90072241,699999,Facilities & Admin C,$ 482.07,,,
125363,90072242,630000,Supplies & Materials,$ 7.34,,,
125363,90072242,640300,Contractual Services,$ 32.72,,,
125363,90072242,652100,Travel Foreign,$ 60.29,,,
125363,90072242,690007,Recharge,$ 10.04,,,
125363,90072242,699999,Facilities & Admin C,$ 7.84,,,
125363,96017959,642400,Subaward,"$ 3,006.81",,,
125363,96017959,690007,Recharge,$ 300.68,,,
125363,96017959,699999,Facilities & Admin C,$ 213.48,,,
125372,90072329,610000,Salaries & Wages,$ 404.18,,,
125372,90072329,612000,Administrative Salar,$ 20.16,,,
125372,90072329,620000,Fringe Benefits,$ 130.93,,,
125372,90072329,640300,Contractual Services,$ 6.15,,,
125372,90072329,642500,Other Expenses,$ 217.01,,,
125372,90072329,643000,Other Expenses Exclu,$ 19.00,,,
125372,90072329,690007,Recharge,$ 79.74,,,
125372,90072329,699999,Facilities & Admin C,$ 15.77,,,
125372,90072330,610000,Salaries & Wages,"$ 4,427.52",,,
125372,90072330,620000,Fringe Benefits,"$ 1,450.90",,,
125372,90072330,630000,Supplies & Materials,$ 44.83,,,
125372,90072330,637000,Repairs & Maintenanc,$ 495.42,,,
125372,90072330,640102,Leased Facilities Ex,$ 556.96,,,
125372,90072330,640300,Contractual Services,$ 52.00,,,
125372,90072330,641400,Telecommunications,$ 131.38,,,
125372,90072330,642500,Other Expenses,$ 479.52,,,
125372,90072330,652000,Travel Domestic,"$ 4,586.25",,,
125372,90072330,652100,Travel Foreign,"$ 3,190.07",,,
125372,90072330,690007,Recharge,"$ 1,541.49",,,
125372,90072330,699999,Facilities & Admin C,$ 301.25,,,
125505,90072474,610000,Salaries & Wages,$ 468.56,,,
125505,90072474,620000,Fringe Benefits,$ 133.26,,,
125505,90072474,630000,Supplies & Materials,$ 213.46,,,
125505,90072474,640300,Contractual Services,$ 5.82,,,
125505,90072474,642500,Other Expenses,$ 108.50,,,
125505,90072474,690007,Recharge,$ 92.96,,,
125505,90072474,699999,Facilities & Admin C,$ 27.40,,,
125505,90072475,610000,Salaries & Wages,$ 918.71,,,
125505,90072475,620000,Fringe Benefits,$ 301.06,,,
125505,90072475,630000,Supplies & Materials,$ 0.82,,,
125505,90072475,642500,Other Expenses,$ 17.95,,,
125505,90072475,643000,Other Expenses Exclu,$ 2.59,,,
125505,90072475,652000,Travel Domestic,$ 201.48,,,
125505,90072475,652100,Travel Foreign,$ 102.15,,,
125505,90072475,690007,Recharge,$ 154.48,,,
125505,90072475,699999,Facilities & Admin C,$ 45.47,,,
125545,90072593,610000,Salaries & Wages,"$ 1,793.71",,,
125545,90072593,612000,Administrative Salar,$ 172.52,,,
125545,90072593,620000,Fringe Benefits,$ 632.61,,,
125545,90072593,630000,Supplies & Materials,$ 356.86,,,
125545,90072593,690007,Recharge,$ 295.57,,,
125545,90072593,699999,Facilities & Admin C,$ 147.61,,,
125545,90072595,610000,Salaries & Wages,"$ 7,464.95",,,
125545,90072595,620000,Fringe Benefits,"$ 2,212.04",,,
125545,90072595,630000,Supplies & Materials,"$ 1,081.22",,,
125545,90072595,637000,Repairs & Maintenanc,$ 521.78,,,
125545,90072595,640102,Leased Facilities Ex,"$ 1,000.00",,,
125545,90072595,640300,Contractual Services,"$ 7,165.28",,,
125545,90072595,641400,Telecommunications,$ 718.13,,,
125545,90072595,642500,Other Expenses,$ 510.20,,,
125545,90072595,643000,Other Expenses Exclu,$ 0.77,,,
125545,90072595,652000,Travel Domestic,"$ 2,168.00",,,
125545,90072595,690007,Recharge,"$ 2,284.24",,,
125545,90072595,699999,Facilities & Admin C,"$ 1,095.31",,,
125877,90073125,610000,Salaries & Wages,"$ 3,260.67",,,
125877,90073125,612000,Administrative Salar,$ 607.86,,,
125877,90073125,620000,Fringe Benefits,"$ 1,165.52",,,
125877,90073125,641400,Telecommunications,$ 5.00,,,
125877,90073125,652000,Travel Domestic,$ 111.50,,,
125877,90073125,652100,Travel Foreign,"$ 1,258.55",,,
125877,90073125,690007,Recharge,$ 640.91,,,
125877,90073125,699999,Facilities & Admin C,"$ 1,198.49",,,
125877,90073126,610000,Salaries & Wages,"$ 18,514.32",,,
125877,90073126,620000,Fringe Benefits,"$ 9,004.52",,,
125877,90073126,630000,Supplies & Materials,"$ 1,708.21",,,
125877,90073126,637000,Repairs & Maintenanc,$ 286.18,,,
125877,90073126,640102,Leased Facilities Ex,"$ 4,144.50",,,
125877,90073126,640300,Contractual Services,"$ 2,598.31",,,
125877,90073126,641400,Telecommunications,"$ 1,892.78",,,
125877,90073126,642500,Other Expenses,"$ 1,224.36",,,
125877,90073126,643000,Other Expenses Exclu,"$ (1,183.04)",,,
125877,90073126,652000,Travel Domestic,"$ 2,512.16",,,
125877,90073126,652100,Travel Foreign,"$ 4,414.31",,,
125877,90073126,690007,Recharge,"$ 4,511.67",,,
125877,90073126,699999,Facilities & Admin C,"$ 7,933.35",,,
125877,90077415,610000,Salaries & Wages,$ 870.49,,,
125877,90077415,620000,Fringe Benefits,$ 383.76,,,
125877,90077415,630000,Supplies & Materials,$ 28.40,,,
125877,90077415,637000,Repairs & Maintenanc,$ 8.07,,,
125877,90077415,640102,Leased Facilities Ex,$ 61.16,,,
125877,90077415,640300,Contractual Services,$ 13.05,,,
125877,90077415,641400,Telecommunications,$ 46.72,,,
125877,90077415,642500,Other Expenses,$ 295.98,,,
125877,90077415,643000,Other Expenses Exclu,$ 0.08,,,
125877,90077415,652000,Travel Domestic,$ 4.25,,,
125877,90077415,652100,Travel Foreign,$ 5.56,,,
125877,90077415,690007,Recharge,$ 171.75,,,
125877,90077415,699999,Facilities & Admin C,$ 310.76,,,
125877,90077416,610000,Salaries & Wages,"$ 2,459.34",,,
125877,90077416,620000,Fringe Benefits,"$ 1,152.95",,,
125877,90077416,630000,Supplies & Materials,$ 74.85,,,
125877,90077416,637000,Repairs & Maintenanc,$ 22.18,,,
125877,90077416,640102,Leased Facilities Ex,$ 336.48,,,
125877,90077416,640300,Contractual Services,$ 739.92,,,
125877,90077416,641400,Telecommunications,$ 92.92,,,
125877,90077416,642500,Other Expenses,$ 39.89,,,
125877,90077416,643000,Other Expenses Exclu,$ 0.00,,,
125877,90077416,652000,Travel Domestic,$ 241.58,,,
125877,90077416,652100,Travel Foreign,$ 363.29,,,
125877,90077416,690007,Recharge,$ 552.34,,,
125877,90077416,699999,Facilities & Admin C,$ 975.67,,,
125877,96018145,642400,Subaward,"$ 15,024.43",,,
125877,96018145,690007,Recharge,"$ 1,502.44",,,
125877,96018145,699999,Facilities & Admin C,$ 255.42,,,
125877,96020228,642400,Subaward,"$ 1,018.75",,,
125877,96020228,690007,Recharge,$ 101.88,,,
125877,96020228,699999,Facilities & Admin C,$ 17.32,,,
125882,90073108,610000,Salaries & Wages,"$ 1,647.07",,,
125882,90073108,612000,Administrative Salar,$ 837.30,,,
125882,90073108,620000,Fringe Benefits,$ 816.07,,,
125882,90073108,630000,Supplies & Materials,$ 338.75,,,
125882,90073108,643000,Other Expenses Exclu,$ 131.00,,,
125882,90073108,652000,Travel Domestic,$ 199.48,,,
125882,90073108,652100,Travel Foreign,"$ 1,732.38",,,
125882,90073108,690007,Recharge,$ 570.21,,,
125882,90073108,699999,Facilities & Admin C,"$ 1,044.02",,,
125882,90073109,610000,Salaries & Wages,"$ 9,798.18",,,
125882,90073109,620000,Fringe Benefits,"$ 2,900.85",,,
125882,90073109,630000,Supplies & Materials,"$ 1,402.98",,,
125882,90073109,637000,Repairs & Maintenanc,"$ 2,016.32",,,
125882,90073109,640102,Leased Facilities Ex,$ 319.71,,,
125882,90073109,640300,Contractual Services,$ 425.45,,,
125882,90073109,641400,Telecommunications,"$ 1,132.98",,,
125882,90073109,642500,Other Expenses,$ 150.23,,,
125882,90073109,643000,Other Expenses Exclu,$ 52.80,,,
125882,90073109,652000,Travel Domestic,$ 439.14,,,
125882,90073109,652100,Travel Foreign,"$ 3,991.46",,,
125882,90073109,690007,Recharge,"$ 2,263.01",,,
125882,90073109,699999,Facilities & Admin C,"$ 4,168.50",,,
125882,90080129,610000,Salaries & Wages,$ 571.03,,,
125882,90080129,620000,Fringe Benefits,$ 167.66,,,
125882,90080129,630000,Supplies & Materials,$ 2.03,,,
125882,90080129,637000,Repairs & Maintenanc,$ 125.85,,,
125882,90080129,640102,Leased Facilities Ex,$ 30.26,,,
125882,90080129,640300,Contractual Services,$ 35.94,,,
125882,90080129,641400,Telecommunications,$ 615.93,,,
125882,90080129,642500,Other Expenses,$ 70.87,,,
125882,90080129,643000,Other Expenses Exclu,$ 1.03,,,
125882,90080129,652100,Travel Foreign,$ 859.53,,,
125882,90080129,690007,Recharge,$ 248.02,,,
125882,90080129,699999,Facilities & Admin C,$ 458.46,,,
125882,96017560,642400,Subaward,"$ 3,682.65",,,
125882,96017560,690007,Recharge,$ 368.27,,,
125882,96017560,699999,Facilities & Admin C,$ 62.61,,,
125882,96020520,642400,Subaward,"$ 2,287.30",,,
125882,96020520,690007,Recharge,$ 228.73,,,
125882,96020520,699999,Facilities & Admin C,$ 427.73,,,
125882,96020521,642400,Subaward,"$ 4,905.42",,,
125882,96020521,690007,Recharge,$ 490.54,,,
125882,96020521,699999,Facilities & Admin C,$ 917.31,,,
125882,96020522,642400,Subaward,"$ 2,303.03",,,
125882,96020522,690007,Recharge,$ 230.30,,,
125882,96020522,699999,Facilities & Admin C,$ 430.67,,,
125882,96020523,642400,Subaward,"$ 3,616.41",,,
125882,96020523,690007,Recharge,$ 361.64,,,
125882,96020523,699999,Facilities & Admin C,$ 676.27,,,
125882,96020524,642400,Subaward,$ 617.87,,,
125882,96020524,690007,Recharge,$ 61.79,,,
125882,96020524,699999,Facilities & Admin C,$ 115.54,,,
125882,96020525,642400,Subaward,"$ 1,607.14",,,
125882,96020525,690007,Recharge,$ 160.72,,,
125882,96020525,699999,Facilities & Admin C,$ 300.54,,,
125882,96020526,642400,Subaward,"$ 5,726.39",,,
125882,96020526,690007,Recharge,$ 572.64,,,
125882,96020526,699999,Facilities & Admin C,"$ 1,070.83",,,
125954,90073182,610000,Salaries & Wages,$ 468.28,,,
125954,90073182,612000,Administrative Salar,$ 190.84,,,
125954,90073182,620000,Fringe Benefits,$ 224.10,,,
125954,90073182,690007,Recharge,$ 88.34,,,
125954,90073182,699999,Facilities & Admin C,$ 26.04,,,
125954,90073184,610000,Salaries & Wages,"$ 20,158.13",,,
125954,90073184,620000,Fringe Benefits,"$ 3,599.70",,,
125954,90073184,630000,Supplies & Materials,$ 793.83,,,
125954,90073184,637000,Repairs & Maintenanc,$ 69.58,,,
125954,90073184,640102,Leased Facilities Ex,$ 270.05,,,
125954,90073184,640300,Contractual Services,"$ 1,939.72",,,
125954,90073184,641400,Telecommunications,$ 47.11,,,
125954,90073184,642500,Other Expenses,"$ 1,081.01",,,
125954,90073184,643000,Other Expenses Exclu,$ (10.17),,,
125954,90073184,652000,Travel Domestic,$ 684.19,,,
125954,90073184,652100,Travel Foreign,"$ 6,778.48",,,
125954,90073184,690007,Recharge,"$ 3,541.16",,,
125954,90073184,699999,Facilities & Admin C,"$ 1,036.96",,,
125957,90073267,630000,Supplies & Materials,$ 207.46,,,
125957,90073267,637000,Repairs & Maintenanc,$ 4.93,,,
125957,90073267,640102,Leased Facilities Ex,$ 37.00,,,
125957,90073267,640300,Contractual Services,$ 677.20,,,
125957,90073267,641400,Telecommunications,$ 167.78,,,
125957,90073267,642500,Other Expenses,$ 389.83,,,
125957,90073267,652100,Travel Foreign,"$ 3,497.94",,,
125957,90073267,690007,Recharge,$ 498.21,,,
125957,90073267,699999,Facilities & Admin C,$ 163.31,,,
125957,90073268,610000,Salaries & Wages,"$ 14,805.05",,,
125957,90073268,620000,Fringe Benefits,"$ 1,889.47",,,
125957,90073268,630000,Supplies & Materials,"$ 5,176.82",,,
125957,90073268,640300,Contractual Services,"$ 1,254.13",,,
125957,90073268,641400,Telecommunications,"$ 2,867.56",,,
125957,90073268,642500,Other Expenses,"$ 1,438.80",,,
125957,90073268,643000,Other Expenses Exclu,$ (551.43),,,
125957,90073268,652000,Travel Domestic,$ 180.44,,,
125957,90073268,652100,Travel Foreign,"$ 1,631.11",,,
125957,90073268,690007,Recharge,"$ 2,869.20",,,
125957,90073268,699999,Facilities & Admin C,$ 963.38,,,
125957,90073269,610000,Salaries & Wages,"$ 10,468.90",,,
125957,90073269,612000,Administrative Salar,"$ 4,604.20",,,
125957,90073269,620000,Fringe Benefits,"$ 5,013.15",,,
125957,90073269,630000,Supplies & Materials,"$ 1,072.31",,,
125957,90073269,640300,Contractual Services,"$ 3,070.06",,,
125957,90073269,642500,Other Expenses,$ 55.58,,,
125957,90073269,652000,Travel Domestic,$ 79.62,,,
125957,90073269,652100,Travel Foreign,"$ 4,889.61",,,
125957,90073269,690007,Recharge,"$ 2,997.47",,,
125957,90073269,691500,Service Center,$ 721.28,,,
125957,90073269,699999,Facilities & Admin C,$ 989.17,,,
125957,90073270,612000,Administrative Salar,$ 31.27,,,
125957,90073270,620000,Fringe Benefits,$ 10.63,,,
125957,90073270,690007,Recharge,$ 4.19,,,
125957,90073270,699999,Facilities & Admin C,$ 1.39,,,
125957,90073271,630000,Supplies & Materials,"$ 1,156.74",,,
125957,90073271,637000,Repairs & Maintenanc,$ 50.73,,,
125957,90073271,640300,Contractual Services,$ 138.55,,,
125957,90073271,641400,Telecommunications,$ 733.07,,,
125957,90073271,642500,Other Expenses,$ 414.61,,,
125957,90073271,643000,Other Expenses Exclu,$ 466.41,,,
125957,90073271,652000,Travel Domestic,$ 148.74,,,
125957,90073271,652100,Travel Foreign,$ 890.71,,,
125957,90073271,690007,Recharge,$ 399.95,,,
125957,90073271,699999,Facilities & Admin C,$ 118.00,,,
125957,90073272,610000,Salaries & Wages,"$ 4,606.45",,,
125957,90073272,620000,Fringe Benefits,"$ 1,611.64",,,
125957,90073272,630000,Supplies & Materials,$ 213.00,,,
125957,90073272,640300,Contractual Services,$ 875.00,,,
125957,90073272,652000,Travel Domestic,"$ 1,544.87",,,
125957,90073272,652100,Travel Foreign,$ (20.00),,,
125957,90073272,690007,Recharge,$ 883.10,,,
125957,90073272,699999,Facilities & Admin C,$ 291.42,,,
125957,90073273,630000,Supplies & Materials,$ 354.51,,,
125957,90073273,637000,Repairs & Maintenanc,$ 374.33,,,
125957,90073273,640300,Contractual Services,$ 865.67,,,
125957,90073273,641400,Telecommunications,$ 645.29,,,
125957,90073273,642500,Other Expenses,$ 324.75,,,
125957,90073273,643000,Other Expenses Exclu,$ (0.01),,,
125957,90073273,652000,Travel Domestic,$ 72.50,,,
125957,90073273,652100,Travel Foreign,"$ 1,156.17",,,
125957,90073273,690007,Recharge,$ 379.32,,,
125957,90073273,699999,Facilities & Admin C,$ 125.18,,,
125957,90073274,610000,Salaries & Wages,"$ 5,016.90",,,
125957,90073274,620000,Fringe Benefits,"$ 1,161.42",,,
125957,90073274,640300,Contractual Services,"$ 1,845.93",,,
125957,90073274,641400,Telecommunications,$ 362.18,,,
125957,90073274,652000,Travel Domestic,"$ 4,152.26",,,
125957,90073274,690007,Recharge,"$ 1,253.87",,,
125957,90073274,699999,Facilities & Admin C,$ 413.78,,,
125957,90073275,630000,Supplies & Materials,$ 466.62,,,
125957,90073275,637000,Repairs & Maintenanc,$ 45.25,,,
125957,90073275,640300,Contractual Services,"$ 4,048.86",,,
125957,90073275,641400,Telecommunications,$ 432.92,,,
125957,90073275,642500,Other Expenses,$ 163.32,,,
125957,90073275,643000,Other Expenses Exclu,$ (0.22),,,
125957,90073275,652100,Travel Foreign,"$ 1,981.66",,,
125957,90073275,690007,Recharge,$ 713.85,,,
125957,90073275,699999,Facilities & Admin C,$ 235.58,,,
125957,90073276,610000,Salaries & Wages,"$ 2,692.41",,,
125957,90073276,620000,Fringe Benefits,$ 378.13,,,
125957,90073276,630000,Supplies & Materials,"$ 1,886.60",,,
125957,90073276,640300,Contractual Services,"$ 1,836.54",,,
125957,90073276,641400,Telecommunications,$ 407.16,,,
125957,90073276,642500,Other Expenses,$ 464.33,,,
125957,90073276,643000,Other Expenses Exclu,$ (3.92),,,
125957,90073276,652000,Travel Domestic,"$ 4,924.62",,,
125957,90073276,652100,Travel Foreign,$ 644.37,,,
125957,90073276,690007,Recharge,"$ 1,323.03",,,
125957,90073276,699999,Facilities & Admin C,$ 436.72,,,
125957,90073277,630000,Supplies & Materials,"$ 34,794.35",,,
125957,90073277,690007,Recharge,"$ 3,479.44",,,
125957,90073277,699999,Facilities & Admin C,"$ 1,148.21",,,
125957,90073648,640102,Leased Facilities Ex,$ (633.11),,,
125957,90073649,640102,Leased Facilities Ex,$ 407.39,,,
125957,90073650,640102,Leased Facilities Ex,$ 875.00,,,
125957,90073651,640102,Leased Facilities Ex,$ 201.73,,,
125957,90074189,652100,Travel Foreign,$ 907.00,,,
125957,90074189,690007,Recharge,$ 90.70,,,
125957,90074189,699999,Facilities & Admin C,$ 29.93,,,
125957,96017500,642400,Subaward,"$ 65,669.38",,,
126128,90073482,612000,Administrative Salar,$ (123.85),,,
126128,90073482,620000,Fringe Benefits,$ (42.11),,,
126128,90073482,690007,Recharge,$ (16.60),,,
126128,90073482,699999,Facilities & Admin C,$ (5.46),,,
126128,90073483,630000,Supplies & Materials,$ 1.58,,,
126128,90073483,640300,Contractual Services,"$ 1,890.86",,,
126128,90073483,641400,Telecommunications,$ 76.36,,,
126128,90073483,642500,Other Expenses,$ 91.83,,,
126128,90073483,652000,Travel Domestic,"$ 2,184.90",,,
126128,90073483,652100,Travel Foreign,"$ 1,053.14",,,
126128,90073483,690007,Recharge,$ 529.86,,,
126128,90073483,699999,Facilities & Admin C,$ 174.27,,,
126128,98015217,610000,Salaries & Wages,"$ (1,420.77)",,,
126128,98015217,620000,Fringe Benefits,$ (483.06),,,
126209,90073682,610000,Salaries & Wages,$ 331.81,,,
126209,90073682,620000,Fringe Benefits,$ 135.31,,,
126209,90073682,630000,Supplies & Materials,$ 2.38,,,
126209,90073682,640102,Leased Facilities Ex,$ 62.17,,,
126209,90073682,640300,Contractual Services,$ 6.16,,,
126209,90073682,641400,Telecommunications,$ 4.20,,,
