Grant,Sponsored Program,Sponsored Class number,sponsored class name,Total Revenue or Expense
124647,90074116,642500,Other Expenses,$ 53.95
124647,90074116,652000,Travel Domestic,$ 68.95
124647,90074116,652100,Travel Foreign,"$ 1,058.86"
124647,90074116,690007,Recharge,"$ 1,662.79"
124647,90074116,699999,Facilities & Admin C,"$ 3,478.69"
124647,90074117,610000,Salaries & Wages,"$ 2,093.66"
124647,90074117,612000,Administrative Salar,"$ 1,163.53"
124647,90074117,620000,Fringe Benefits,"$ 1,107.47"
124647,90074117,637000,Repairs & Maintenanc,$ 1.71
124647,90074117,640300,Contractual Services,$ 55.40
124647,90074117,642500,Other Expenses,$ 108.13
124647,90074117,652000,Travel Domestic,$ 972.11
124647,90074117,652100,Travel Foreign,$ 464.15
124647,90074117,690007,Recharge,$ 398.95
124647,90074117,699999,Facilities & Admin C,"$ 1,082.08"
124647,96017124,642400,Subaward,"$ 92,826.11"
124647,96017124,690007,Recharge,"$ 8,363.13"
124647,96017124,699999,Facilities & Admin C,"$ 1,421.74"
124647,96017125,642400,Subaward,"$ 129,050.39"
124647,96017125,690007,Recharge,"$ 11,729.01"
124647,96017125,699999,Facilities & Admin C,"$ 1,993.93"
124647,96019466,642400,Subaward,"$ 2,143.38"
124647,96019466,699999,Facilities & Admin C,$ 364.38
124647,96019467,642400,Subaward,"$ 1,114.46"
124647,96019467,699999,Facilities & Admin C,$ 189.46
124647,96019468,642400,Subaward,"$ 8,132.37"
124647,96019468,699999,Facilities & Admin C,$ 241.57
124647,96019469,642400,Subaward,"$ 2,080.11"
124647,96019469,699999,Facilities & Admin C,$ 353.62
124647,96019470,642400,Subaward,"$ 1,950.78"
124647,96019470,699999,Facilities & Admin C,$ 331.63
124647,96019471,642400,Subaward,"$ 8,907.84"
124647,96019471,699999,Facilities & Admin C,$ 238.22
124647,96019472,642400,Subaward,"$ 3,119.57"
124647,96019472,699999,Facilities & Admin C,$ 452.36
124647,96019473,642400,Subaward,"$ 2,922.24"
124647,96019473,699999,Facilities & Admin C,$ 460.65
124647,96019474,642400,Subaward,"$ 1,546.32"
124647,96019474,699999,Facilities & Admin C,$ 262.88
124647,96019475,642400,Subaward,"$ 4,368.43"
124647,96019475,699999,Facilities & Admin C,$ 426.49
124647,96019476,642400,Subaward,"$ 3,109.52"
124647,96019476,699999,Facilities & Admin C,$ 528.62
124647,96019477,642400,Subaward,"$ 4,393.10"
124647,96019477,699999,Facilities & Admin C,$ 64.82
124647,98014508,610000,Salaries & Wages,"$ 3,528.99"
124647,98014508,620000,Fringe Benefits,"$ 1,156.46"
124754,90072487,610000,Salaries & Wages,$ 595.61
124754,90072487,612000,Administrative Salar,$ 722.09
124754,90072487,620000,Fringe Benefits,$ 448.04
124754,90072487,699999,Facilities & Admin C,$ 300.18
124893,90071363,610000,Salaries & Wages,"$ 1,165.52"
124893,90071363,612000,Administrative Salar,"$ 5,339.36"
124893,90071363,620000,Fringe Benefits,"$ 1,671.53"
124893,90071363,642500,Other Expenses,$ 752.00
124893,90071363,690007,Recharge,$ 824.45
124893,90071363,699999,Facilities & Admin C,"$ 1,658.00"
124893,90071364,610000,Salaries & Wages,"$ 34,839.51"
124893,90071364,620000,Fringe Benefits,"$ 7,978.24"
124893,90071364,630000,Supplies & Materials,$ 352.79
124893,90071364,637000,Repairs & Maintenanc,$ 17.20
124893,90071364,640102,Leased Facilities Ex,"$ 2,390.63"
124893,90071364,640300,Contractual Services,"$ 4,775.41"
124893,90071364,641400,Telecommunications,$ 635.11
124893,90071364,642500,Other Expenses,"$ 3,716.53"
124893,90071364,643000,Other Expenses Exclu,"$ (1,070.18)"
124893,90071364,652000,Travel Domestic,"$ 10,193.61"
124893,90071364,652100,Travel Foreign,"$ 5,033.82"
124893,90071364,690007,Recharge,"$ 6,072.58"
124893,90071364,699999,Facilities & Admin C,"$ 12,514.52"
124916,90071447,610000,Salaries & Wages,"$ 8,486.49"
124916,90071447,612000,Administrative Salar,"$ 9,832.50"
124916,90071447,620000,Fringe Benefits,"$ 6,191.44"
124916,90071447,630000,Supplies & Materials,$ 469.79
124916,90071447,640300,Contractual Services,"$ 18,810.04"
124916,90071447,652100,Travel Foreign,$ 148.75
124916,90071447,690007,Recharge,"$ 4,155.11"
124916,90071447,691500,Service Center,$ 75.00
124916,90071447,699999,Facilities & Admin C,"$ 12,523.97"
124916,90071448,610000,Salaries & Wages,"$ 5,160.02"
124916,90071448,620000,Fringe Benefits,"$ 1,475.34"
124916,90071448,630000,Supplies & Materials,$ 180.79
124916,90071448,640102,Leased Facilities Ex,"$ 1,486.22"
124916,90071448,640300,Contractual Services,"$ 5,231.59"
124916,90071448,641400,Telecommunications,$ 137.18
124916,90071448,642500,Other Expenses,$ 172.84
124916,90071448,643000,Other Expenses Exclu,$ 0.00
124916,90071448,652100,Travel Foreign,$ 359.22
124916,90071448,690007,Recharge,"$ 1,308.58"
124916,90071448,699999,Facilities & Admin C,"$ 3,646.63"
124939,90071431,690001,Cost Overrun Small B,$ (10.59)
125014,90071586,610000,Salaries & Wages,$ (548.51)
125014,90071586,612000,Administrative Salar,$ 821.57
125014,90071586,620000,Fringe Benefits,$ 92.80
125014,90071586,642500,Other Expenses,"$ 1,045.75"
125014,90071586,652000,Travel Domestic,$ 131.86
125014,90071586,690007,Recharge,$ 87.95
125014,90071586,699999,Facilities & Admin C,$ 277.31
125014,90071587,610000,Salaries & Wages,"$ 16,930.93"
125014,90071587,620000,Fringe Benefits,"$ 5,800.75"
125014,90071587,630000,Supplies & Materials,$ 757.39
125014,90071587,637000,Repairs & Maintenanc,$ 980.64
125014,90071587,640102,Leased Facilities Ex,"$ 1,832.00"
125014,90071587,640300,Contractual Services,"$ 4,402.63"
125014,90071587,641400,Telecommunications,$ 283.33
125014,90071587,642500,Other Expenses,$ 377.20
125014,90071587,643000,Other Expenses Exclu,$ 554.82
125014,90071587,652000,Travel Domestic,"$ 4,334.34"
125014,90071587,652100,Travel Foreign,"$ 2,424.50"
125014,90071587,690007,Recharge,"$ 2,695.17"
125014,90071587,699999,Facilities & Admin C,"$ 6,627.77"
125115,90071643,610000,Salaries & Wages,$ 16.53
125115,90071643,612000,Administrative Salar,$ 569.01
125115,90071643,620000,Fringe Benefits,$ 199.08
125115,90071643,642500,Other Expenses,$ 51.25
125115,90071643,652000,Travel Domestic,$ 49.71
125115,90071643,690007,Recharge,$ 66.03
125115,90071643,699999,Facilities & Admin C,$ 66.61
125115,90071644,610000,Salaries & Wages,"$ 32,848.22"
125115,90071644,620000,Fringe Benefits,"$ 5,801.00"
125115,90071644,630000,Supplies & Materials,"$ 4,996.52"
125115,90071644,637000,Repairs & Maintenanc,$ 288.61
125115,90071644,640102,Leased Facilities Ex,"$ 1,771.63"
125115,90071644,640300,Contractual Services,"$ 19,500.71"
125115,90071644,641400,Telecommunications,$ 141.03
125115,90071644,642500,Other Expenses,"$ 1,738.77"
125115,90071644,643000,Other Expenses Exclu,$ (180.38)
125115,90071644,652000,Travel Domestic,"$ 3,303.14"
125115,90071644,652100,Travel Foreign,"$ 12,105.98"
125115,90071644,690007,Recharge,"$ 7,015.63"
125115,90071644,699999,Facilities & Admin C,"$ 6,141.78"
125160,90071803,610000,Salaries & Wages,$ 265.99
125160,90071803,612000,Administrative Salar,$ (104.29)
125160,90071803,620000,Fringe Benefits,$ 45.56
125160,90071803,640102,Leased Facilities Ex,$ 3.67
125160,90071803,640300,Contractual Services,$ 1.79
125160,90071803,642500,Other Expenses,$ 208.94
125160,90071803,652100,Travel Foreign,$ 483.10
125160,90071803,690007,Recharge,$ 86.43
125160,90071803,699999,Facilities & Admin C,$ 167.86
125160,90071804,610000,Salaries & Wages,"$ 5,873.08"
125160,90071804,620000,Fringe Benefits,"$ 2,310.81"
125160,90071804,630000,Supplies & Materials,$ 121.72
125160,90071804,640300,Contractual Services,"$ 2,396.19"
125160,90071804,641400,Telecommunications,$ 113.55
125160,90071804,642500,Other Expenses,$ 5.53
125160,90071804,652000,Travel Domestic,"$ 3,823.30"
125160,90071804,652100,Travel Foreign,"$ 3,899.68"
125160,90071804,690007,Recharge,"$ 1,606.55"
125160,90071804,699999,Facilities & Admin C,"$ 3,425.57"
125160,90082911,610000,Salaries & Wages,$ 757.33
125160,90082911,620000,Fringe Benefits,$ 248.18
125160,90082911,690007,Recharge,$ 100.55
125160,90082911,699999,Facilities & Admin C,$ 188.03
125308,90072164,612000,Administrative Salar,$ 625.59
125308,90072164,620000,Fringe Benefits,$ 212.68
125308,90072164,630000,Supplies & Materials,$ 3.88
125308,90072164,641400,Telecommunications,$ 4.38
125308,90072164,643000,Other Expenses Exclu,$ 0.00
125308,90072164,652000,Travel Domestic,$ 27.36
125308,90072164,652100,Travel Foreign,$ 180.54
125308,90072164,690000,Cost Overrun,$ (822.24)
125308,90072164,690001,Cost Overrun Small B,$ (14.13)
125308,90072164,690007,Recharge,$ (14.94)
125308,90072164,699999,Facilities & Admin C,$ 32.58
125308,90072185,610000,Salaries & Wages,"$ 14,967.49"
125308,90072185,620000,Fringe Benefits,"$ 2,645.05"
125308,90072185,630000,Supplies & Materials,$ 534.53
125308,90072185,637000,Repairs & Maintenanc,$ 74.92
125308,90072185,640102,Leased Facilities Ex,$ 724.39
125308,90072185,640300,Contractual Services,"$ 5,870.65"
125308,90072185,641400,Telecommunications,$ 51.44
125308,90072185,642500,Other Expenses,"$ 1,730.04"
125308,90072185,643000,Other Expenses Exclu,$ (101.46)
125308,90072185,652000,Travel Domestic,$ 911.78
125308,90072185,652100,Travel Foreign,"$ 5,118.75"
125308,90072185,690007,Recharge,"$ 2,894.44"
125308,90072185,699999,Facilities & Admin C,"$ 5,219.86"
125308,98017769,690000,Cost Overrun,$ 822.24
125338,90072233,610000,Salaries & Wages,$ 649.35
125338,90072233,612000,Administrative Salar,$ 223.02
125338,90072233,620000,Fringe Benefits,$ 296.61
125338,90072233,630000,Supplies & Materials,$ 3.41
125338,90072233,652100,Travel Foreign,$ 141.96
125338,90072233,690000,Cost Overrun,$ (782.14)
125338,90072233,690007,Recharge,$ 44.91
125338,90072233,699999,Facilities & Admin C,$ 92.34
125338,90072234,610000,Salaries & Wages,"$ 3,023.52"
125338,90072234,620000,Fringe Benefits,$ 533.96
125338,90072234,630000,Supplies & Materials,$ 1.17
125338,90072234,637000,Repairs & Maintenanc,$ 24.58
125338,90072234,640102,Leased Facilities Ex,$ 55.26
125338,90072234,640300,Contractual Services,$ 888.09
125338,90072234,641400,Telecommunications,$ 2.62
125338,90072234,642500,Other Expenses,$ 55.91
125338,90072234,643000,Other Expenses Exclu,$ (3.09)
125338,90072234,652100,Travel Foreign,$ 130.76
125338,90072234,690007,Recharge,$ 384.14
125338,90072234,699999,Facilities & Admin C,$ 807.15
125338,98017584,690000,Cost Overrun,$ 782.14
125363,90072240,630000,Supplies & Materials,$ 62.71
125363,90072240,640300,Contractual Services,$ 651.00
125363,90072240,640500,Consultant,$ 37.50
125363,90072240,642500,Other Expenses,$ 278.00
125363,90072240,643000,Other Expenses Exclu,$ (4.30)
125363,90072240,652000,Travel Domestic,"$ 1,510.89"
125363,90072240,652100,Travel Foreign,"$ 5,009.38"
125363,90072240,690007,Recharge,$ 651.98
125363,90072240,691500,Service Center,$ 23.51
125363,90072240,699999,Facilities & Admin C,$ 583.97
125363,90072241,630000,Supplies & Materials,$ 39.37
125363,90072241,637000,Repairs & Maintenanc,$ 285.45
125363,90072241,640300,Contractual Services,"$ 23,633.89"
125363,90072241,641400,Telecommunications,$ 90.87
125363,90072241,642500,Other Expenses,"$ 1,012.50"
125363,90072241,643000,Other Expenses Exclu,$ (1.76)
125363,90072241,652000,Travel Domestic,"$ 6,083.56"
125363,90072241,652100,Travel Foreign,"$ 7,993.52"
125363,90072241,690007,Recharge,"$ 3,300.10"
125363,90072241,699999,Facilities & Admin C,"$ 3,013.19"
125363,90072242,630000,Supplies & Materials,$ 55.56
125363,90072242,640300,Contractual Services,"$ 2,264.26"
125363,90072242,642500,Other Expenses,$ 76.86
125363,90072242,643000,Other Expenses Exclu,$ (2.19)
125363,90072242,652000,Travel Domestic,$ 152.24
125363,90072242,652100,Travel Foreign,$ 873.99
125363,90072242,690007,Recharge,$ 248.61
125363,90072242,699999,Facilities & Admin C,$ 260.67
125363,96017959,642400,Subaward,"$ 51,569.44"
125363,96017959,690007,Recharge,"$ 5,010.26"
125363,96017959,699999,Facilities & Admin C,"$ 3,661.43"
125372,90072329,610000,Salaries & Wages,"$ 2,365.83"
125372,90072329,612000,Administrative Salar,$ 122.72
125372,90072329,620000,Fringe Benefits,$ 765.70
125372,90072329,630000,Supplies & Materials,"$ 1,284.37"
125372,90072329,640102,Leased Facilities Ex,$ 29.60
125372,90072329,640300,Contractual Services,"$ 4,731.89"
125372,90072329,641400,Telecommunications,$ 1.35
125372,90072329,642500,Other Expenses,$ 471.61
125372,90072329,643000,Other Expenses Exclu,$ 28.50
125372,90072329,652100,Travel Foreign,$ 24.60
125372,90072329,690007,Recharge,$ 918.00
125372,90072329,699999,Facilities & Admin C,$ 452.44
125372,90072330,610000,Salaries & Wages,"$ 30,540.44"
125372,90072330,620000,Fringe Benefits,"$ 10,002.81"
125372,90072330,630000,Supplies & Materials,$ 764.00
125372,90072330,637000,Repairs & Maintenanc,"$ 1,703.25"
125372,90072330,640102,Leased Facilities Ex,"$ 1,122.51"
125372,90072330,640300,Contractual Services,"$ 3,754.21"
125372,90072330,641400,Telecommunications,$ 603.18
125372,90072330,642500,Other Expenses,"$ 1,643.46"
125372,90072330,643000,Other Expenses Exclu,$ (19.94)
125372,90072330,652000,Travel Domestic,"$ 31,388.44"
125372,90072330,652100,Travel Foreign,"$ 14,758.76"
125372,90072330,690007,Recharge,"$ 8,617.19"
125372,90072330,699999,Facilities & Admin C,"$ 5,929.70"
125505,90072474,610000,Salaries & Wages,"$ 3,394.10"
125505,90072474,612000,Administrative Salar,$ (3.85)
125505,90072474,620000,Fringe Benefits,"$ 1,038.97"
125505,90072474,630000,Supplies & Materials,$ 213.46
125505,90072474,640102,Leased Facilities Ex,$ 14.73
125505,90072474,640300,Contractual Services,$ 31.70
125505,90072474,642500,Other Expenses,"$ 1,318.10"
125505,90072474,652100,Travel Foreign,$ 0.15
125505,90072474,690007,Recharge,$ 578.33
125505,90072474,699999,Facilities & Admin C,$ 176.10
125505,90072475,610000,Salaries & Wages,"$ 8,991.84"
125505,90072475,620000,Fringe Benefits,"$ 2,946.63"
125505,90072475,630000,Supplies & Materials,"$ 1,723.10"
125505,90072475,640300,Contractual Services,$ 126.08
125505,90072475,641400,Telecommunications,$ 20.50
125505,90072475,642500,Other Expenses,$ 163.58
125505,90072475,643000,Other Expenses Exclu,$ 2.59
125505,90072475,652000,Travel Domestic,"$ 1,671.44"
125505,90072475,652100,Travel Foreign,"$ 3,334.32"
125505,90072475,690007,Recharge,"$ 1,780.19"
125505,90072475,699999,Facilities & Admin C,$ 556.30
125545,90072593,610000,Salaries & Wages,"$ 7,291.81"
125545,90072593,612000,Administrative Salar,"$ 4,649.83"
125545,90072593,620000,Fringe Benefits,"$ 4,024.27"
125545,90072593,630000,Supplies & Materials,"$ 4,755.91"
125545,90072593,640500,Consultant,$ 28.33
125545,90072593,641400,Telecommunications,$ 14.95
125545,90072593,642500,Other Expenses,$ 129.18
125545,90072593,652000,Travel Domestic,$ 114.67
125545,90072593,652100,Travel Foreign,"$ 5,035.50"
125545,90072593,690007,Recharge,"$ 2,411.38"
125545,90072593,699999,Facilities & Admin C,"$ 1,493.36"
125545,90072595,610000,Salaries & Wages,"$ 36,481.18"
125545,90072595,620000,Fringe Benefits,"$ 12,897.54"
125545,90072595,630000,Supplies & Materials,"$ 23,702.14"
125545,90072595,637000,Repairs & Maintenanc,"$ 1,633.16"
125545,90072595,640102,Leased Facilities Ex,"$ 6,000.00"
125545,90072595,640300,Contractual Services,"$ 38,616.57"
125545,90072595,641400,Telecommunications,"$ 2,742.75"
125545,90072595,642500,Other Expenses,"$ 3,558.00"
125545,90072595,643000,Other Expenses Exclu,$ 2.76
125545,90072595,652000,Travel Domestic,"$ 9,336.24"
125545,90072595,652100,Travel Foreign,"$ 2,624.84"
125545,90072595,690007,Recharge,"$ 12,254.87"
125545,90072595,699999,Facilities & Admin C,"$ 7,831.89"
125877,90073125,610000,Salaries & Wages,"$ 19,552.91"
125877,90073125,612000,Administrative Salar,"$ 4,359.68"
125877,90073125,620000,Fringe Benefits,"$ 7,231.69"
125877,90073125,630000,Supplies & Materials,$ 1.76
125877,90073125,640102,Leased Facilities Ex,"$ 3,024.00"
125877,90073125,641400,Telecommunications,$ 5.00
125877,90073125,642500,Other Expenses,"$ 1,890.79"
125877,90073125,652000,Travel Domestic,$ 111.50
125877,90073125,652100,Travel Foreign,"$ 1,520.60"
125877,90073125,690007,Recharge,"$ 3,182.60"
125877,90073125,699999,Facilities & Admin C,"$ 6,435.60"
125877,90073126,610000,Salaries & Wages,"$ 117,309.77"
125877,90073126,620000,Fringe Benefits,"$ 55,019.14"
125877,90073126,630000,Supplies & Materials,"$ 22,083.85"
125877,90073126,637000,Repairs & Maintenanc,"$ 2,571.46"
125877,90073126,640102,Leased Facilities Ex,"$ 24,727.73"
125877,90073126,640300,Contractual Services,"$ 25,477.56"
125877,90073126,641400,Telecommunications,"$ 12,854.12"
125877,90073126,642500,Other Expenses,"$ 5,770.15"
125877,90073126,643000,Other Expenses Exclu,"$ (4,645.06)"
125877,90073126,652000,Travel Domestic,"$ 16,457.33"
125877,90073126,652100,Travel Foreign,"$ 26,682.32"
125877,90073126,690007,Recharge,"$ 27,420.41"
125877,90073126,699999,Facilities & Admin C,"$ 52,979.85"
125877,90077415,610000,Salaries & Wages,"$ 11,341.84"
125877,90077415,620000,Fringe Benefits,"$ 4,931.59"
125877,90077415,630000,Supplies & Materials,$ 459.48
125877,90077415,637000,Repairs & Maintenanc,$ 10.11
125877,90077415,640102,Leased Facilities Ex,$ 256.14
125877,90077415,640300,Contractual Services,$ 107.45
125877,90077415,641400,Telecommunications,$ 196.05
125877,90077415,642500,Other Expenses,$ 296.22
125877,90077415,643000,Other Expenses Exclu,$ 0.08
125877,90077415,652000,Travel Domestic,$ 49.27
125877,90077415,652100,Travel Foreign,$ 13.11
125877,90077415,690007,Recharge,"$ 1,765.33"
125877,90077415,699999,Facilities & Admin C,"$ 3,258.97"
125877,90077416,610000,Salaries & Wages,"$ 23,518.07"
125877,90077416,620000,Fringe Benefits,"$ 11,689.78"
125877,90077416,630000,Supplies & Materials,"$ 2,465.98"
125877,90077416,637000,Repairs & Maintenanc,$ 130.44
125877,90077416,640102,Leased Facilities Ex,"$ 1,279.17"
125877,90077416,640300,Contractual Services,"$ 8,622.17"
125877,90077416,641400,Telecommunications,$ 600.43
125877,90077416,642500,Other Expenses,"$ 1,052.68"
125877,90077416,643000,Other Expenses Exclu,$ (3.57)
125877,90077416,652000,Travel Domestic,"$ 1,630.45"
125877,90077416,652100,Travel Foreign,"$ 1,595.36"
125877,90077416,690007,Recharge,"$ 5,041.82"
125877,90077416,699999,Facilities & Admin C,"$ 9,579.01"
125877,96018145,642400,Subaward,"$ 114,752.27"
125877,96018145,690007,Recharge,"$ 10,718.09"
125877,96018145,699999,Facilities & Admin C,"$ 1,822.08"
125877,96020228,642400,Subaward,"$ 8,113.15"
125877,96020228,690007,Recharge,$ 811.32
125877,96020228,699999,Facilities & Admin C,"$ 1,200.43"
125882,90073108,610000,Salaries & Wages,"$ 9,401.50"
125882,90073108,612000,Administrative Salar,"$ 3,151.67"
125882,90073108,620000,Fringe Benefits,"$ 4,091.96"
125882,90073108,630000,Supplies & Materials,$ 678.06
125882,90073108,641400,Telecommunications,$ 5.63
125882,90073108,643000,Other Expenses Exclu,"$ 1,445.76"
125882,90073108,652000,Travel Domestic,$ 254.79
125882,90073108,652100,Travel Foreign,"$ 3,545.84"
125882,90073108,690007,Recharge,"$ 2,098.60"
125882,90073108,691500,Service Center,$ 25.00
125882,90073108,699999,Facilities & Admin C,"$ 3,953.03"
125882,90073109,610000,Salaries & Wages,"$ 63,257.17"
